lng,lat
-74.04400134230748,40.818710522212115
-74.0578404051127,40.64124561361287
-73.9173744953179,40.50101176225257
-73.9143910288649,40.78704041786867
-74.21740411807004,40.86831816638814
-73.80755081001641,40.77305458634825
-74.09594262262591,40.66737560307528
-74.20604528863767,40.601170594936896
-73.79646099486766,40.72898675525886
-73.8662075430925,40.722058202689695
-73.86658747909019,40.7718988569486
-74.26327696387675,40.55600879714816
-73.70122203408535,40.570928683588704
-73.99103859755319,40.80484650202057
-73.91071268342512,40.62082998244818
-73.89473133723034,40.68990098813145
-73.76159570516695,40.84582226309382
-73.98662993928349,40.73833342317965
-74.16043189806466,40.685008981285954
-73.96168803159672,40.71042796360742
-74.12852970721646,40.627293376308025
-73.84590860541395,40.6836835069489
-73.99753053579828,40.716634361579395
-74.11323248735097,40.866286551477266
-73.94395501288355,40.71208160283008
-74.26195051444408,40.76446881306014
-74.17371673448973,40.59043459394978
-73.73497550403503,40.8700577633662
-74.13177572730078,40.66421003273187
-74.16420115468634,40.57328214393785
-74.01589519126917,40.891652285809506
-74.24010885962436,40.740248469806225
-74.26140291974426,40.86931782771628
-73.76036921082428,40.81920712472138
-74.28606778436416,40.55440234926205
-73.73319583853424,40.64095739544327
-73.86429556094657,40.632055453733116
-73.97696795674318,40.65624261787085
-73.86703269365653,40.52133157724254
-74.22470085455042,40.70209116126764
-73.92161335361432,40.61622316901154
-73.7170362415516,40.52026998886404
-73.90127501146834,40.84781822435903
-74.25527067963493,40.666920434174926
-74.15180153873659,40.63749909060912
-73.99443397990564,40.86279224353591
-74.14991284808008,40.83748240942125
-73.99543368147995,40.8176507691801
-73.85783280510516,40.76796304121078
-73.80652905816574,40.72116704056388
-74.13965546202931,40.803857011898785
-73.88539734651374,40.59594272008965
-73.91376641489028,40.53284379214092
-73.78362458050573,40.84923155046737
-74.21986966032283,40.701366479877734
-73.92271060240829,40.82030264875807
-73.72820977193987,40.53011501926606
-73.88751423976032,40.51650270338394
-73.85906843962691,40.74721813785776
-73.9240348088145,40.786211910770575
-74.26776337468297,40.79849177527874
-74.21737490469575,40.68966447757217
-74.13118329229385,40.600847319715015
-74.04731742520784,40.83203752717287
-73.9382273732529,40.650592231763504
-73.7081428755282,40.569261705591515
-74.2151492264347,40.561949486907395
-74.10694808532693,40.82403991166988
-74.10504444506218,40.60574675758864
-74.2409208894023,40.589778516893865
-74.21829685507161,40.761985748735675
-73.83992573735965,40.5407200575415
-73.72010301063065,40.590854081566896
-74.17853405133029,40.765401557597485
-73.73697383573345,40.80216921035131
-74.24074835194911,40.58462663115008
-74.26337403106554,40.81693327755731
-73.96175739765432,40.57916652012443
-74.24277345264781,40.854887973722406
-74.25858208692073,40.52340717360242
-73.79661486152843,40.523453810742936
-73.967482281693,40.64367214761761
-73.86303052280454,40.677356772102854
-74.02952117022056,40.6232112225162
-73.8018018696092,40.57259101794515
-74.1593550794399,40.87357695724384
-73.99693963644373,40.75698760146402
-74.25317609176454,40.78019786498907
-74.25319098961857,40.6639224801533
-73.85462861452802,40.78445560496259
-73.99441521140041,40.79692030613023
-73.72079331400717,40.671404381861
-73.70941278825262,40.505188695592715
-74.2135664002128,40.70920747136266
-73.79043335019601,40.55722081168298
-73.80569049170784,40.65335442933461
-73.94894279617834,40.52162091554134
-74.15724257991693,40.6900848903241
-74.15183228744316,40.862717025404734
-74.11136041166773,40.512538014191136
-73.85801138703538,40.607365012295205
-74.01227445683125,40.75151046288782
-73.81897575937855,40.8980024940335
-73.93630612033245,40.51342055869416
-74.24749363412424,40.851130944590615
-73.98369556404646,40.823136244876565
-73.81070824691926,40.894208214861294
-73.99849993459152,40.55409676767856
-74.17149907283641,40.75924744407098
-74.03479221910118,40.65398193281895
-74.03713800189182,40.73771401243314
-73.99060472681013,40.64520940723057
-74.29718145730969,40.85281512144626
-73.81378618653308,40.57831496661374
-74.05315720278095,40.55546414050605
-73.75339313232092,40.5323161022627
-74.1146276713428,40.714130846605045
-73.99120825890182,40.839265241170786
-74.19798117250757,40.52905433909886
-73.85403051994848,40.77508707014231
-74.05178640528612,40.64372902413293
-74.23022731513689,40.55758042850706
-74.08219087897172,40.67712595499578
-73.78516413425793,40.55974764169017
-74.19297685023636,40.63271089678629
-73.87548237837402,40.72204539219336
-73.7973427505216,40.761518244927075
-73.95516225130486,40.61721891272152
-74.15971116181963,40.53905343120282
-74.09154313067775,40.82176723684398
-73.89706548230193,40.74494314652555
-73.79859553873821,40.73846139034939
-73.70987506314025,40.543903678245925
-74.23279664327472,40.81053665088504
-73.94964742683803,40.75745284117047
-73.86619398218124,40.81755775148371
-73.7246178928087,40.62845428038833
-74.03888065109784,40.739582337186064
-73.80137458696912,40.578029787039355
-74.23003398064255,40.89980212000507
-73.90255492564843,40.87890633404435
-73.97189500377458,40.89815491453277
-74.21196567057655,40.82250853024275
-73.74647804443678,40.76766505051779
-74.05689486901844,40.77414644016976
-74.04423610559664,40.54379346456919
-74.0295933229654,40.599426090573274
-74.17693517445288,40.67911684813441
-73.77063414047699,40.65483681490595
